Player,Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MVP_Award_Year,PlayerPhoto,TeamLogo,PlayerInfo
Stephen Curry,2010-11,22,GSW,NBA,PG,74.0,74,33.6,6.8,14.2,0.48,2.0,4.6,0.442,4.8,9.6,0.498,0.551,2.9,3.1,0.934,0.7,3.2,3.9,5.8,1.5,0.3,3.1,3.1,18.6,2015-16,https://www.basketball-reference.com/req/202106291/images/headshots/curryst01.jpg,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"Wardell Stephen Curry II (/ˈstɛfən/ STEF-ən; born March 14, 1988) is an American professional basketball player and point guard for the Golden State Warriors of the National Basketball Association (NBA). Widely considered the greatest shooter of all time, Curry is credited with revolutionizing the sport by inspiring teams and players at all levels to more prominently utilize the three-point shot. He is a four-time NBA champion, a two-time NBA Most Valuable Player (MVP), an NBA Finals MVP, and a two-time NBA All-Star Game MVP. He is also a two-time NBA scoring champion, an eleven-time NBA All-Star, and a ten-time All-NBA Team selection (including four on the First Team). Internationally, he has won two gold medals at the FIBA World Cup and a gold medal at the 2024 Summer Olympics as part of the U. S. national team."
Stephen Curry,2011-12,23,GSW,NBA,PG,26.0,23,28.2,5.6,11.4,0.49,2.1,4.7,0.455,3.5,6.7,0.514,0.583,1.5,1.8,0.809,0.6,2.8,3.4,5.3,1.5,0.3,2.5,2.4,14.7,2015-16,https://www.basketball-reference.com/req/202106291/images/headshots/curryst01.jpg,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"Wardell Stephen Curry II (/ˈstɛfən/ STEF-ən; born March 14, 1988) is an American professional basketball player and point guard for the Golden State Warriors of the National Basketball Association (NBA). Widely considered the greatest shooter of all time, Curry is credited with revolutionizing the sport by inspiring teams and players at all levels to more prominently utilize the three-point shot. He is a four-time NBA champion, a two-time NBA Most Valuable Player (MVP), an NBA Finals MVP, and a two-time NBA All-Star Game MVP. He is also a two-time NBA scoring champion, an eleven-time NBA All-Star, and a ten-time All-NBA Team selection (including four on the First Team). Internationally, he has won two gold medals at the FIBA World Cup and a gold medal at the 2024 Summer Olympics as part of the U. S. national team."
Stephen Curry,2012-13,24,GSW,NBA,PG,78.0,78,38.2,8.0,17.8,0.451,3.5,7.7,0.453,4.5,10.1,0.449,0.549,3.4,3.7,0.9,0.8,3.3,4.0,6.9,1.6,0.2,3.1,2.5,22.9,2015-16,https://www.basketball-reference.com/req/202106291/images/headshots/curryst01.jpg,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"Wardell Stephen Curry II (/ˈstɛfən/ STEF-ən; born March 14, 1988) is an American professional basketball player and point guard for the Golden State Warriors of the National Basketball Association (NBA). Widely considered the greatest shooter of all time, Curry is credited with revolutionizing the sport by inspiring teams and players at all levels to more prominently utilize the three-point shot. He is a four-time NBA champion, a two-time NBA Most Valuable Player (MVP), an NBA Finals MVP, and a two-time NBA All-Star Game MVP. He is also a two-time NBA scoring champion, an eleven-time NBA All-Star, and a ten-time All-NBA Team selection (including four on the First Team). Internationally, he has won two gold medals at the FIBA World Cup and a gold medal at the 2024 Summer Olympics as part of the U. S. national team."
Stephen Curry,2013-14,25,GSW,NBA,PG,78.0,78,36.5,8.4,17.7,0.471,3.3,7.9,0.424,5.0,9.8,0.509,0.566,3.9,4.5,0.885,0.6,3.7,4.3,8.5,1.6,0.2,3.8,2.5,24.0,2015-16,https://www.basketball-reference.com/req/202106291/images/headshots/curryst01.jpg,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"Wardell Stephen Curry II (/ˈstɛfən/ STEF-ən; born March 14, 1988) is an American professional basketball player and point guard for the Golden State Warriors of the National Basketball Association (NBA). Widely considered the greatest shooter of all time, Curry is credited with revolutionizing the sport by inspiring teams and players at all levels to more prominently utilize the three-point shot. He is a four-time NBA champion, a two-time NBA Most Valuable Player (MVP), an NBA Finals MVP, and a two-time NBA All-Star Game MVP. He is also a two-time NBA scoring champion, an eleven-time NBA All-Star, and a ten-time All-NBA Team selection (including four on the First Team). Internationally, he has won two gold medals at the FIBA World Cup and a gold medal at the 2024 Summer Olympics as part of the U. S. national team."
Stephen Curry,2014-15,26,GSW,NBA,PG,80.0,80,32.7,8.2,16.8,0.487,3.6,8.1,0.443,4.6,8.7,0.528,0.594,3.9,4.2,0.914,0.7,3.6,4.3,7.7,2.0,0.2,3.1,2.0,23.8,2015-16,https://www.basketball-reference.com/req/202106291/images/headshots/curryst01.jpg,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"Wardell Stephen Curry II (/ˈstɛfən/ STEF-ən; born March 14, 1988) is an American professional basketball player and point guard for the Golden State Warriors of the National Basketball Association (NBA). Widely considered the greatest shooter of all time, Curry is credited with revolutionizing the sport by inspiring teams and players at all levels to more prominently utilize the three-point shot. He is a four-time NBA champion, a two-time NBA Most Valuable Player (MVP), an NBA Finals MVP, and a two-time NBA All-Star Game MVP. He is also a two-time NBA scoring champion, an eleven-time NBA All-Star, and a ten-time All-NBA Team selection (including four on the First Team). Internationally, he has won two gold medals at the FIBA World Cup and a gold medal at the 2024 Summer Olympics as part of the U. S. national team."
Stephen Curry,2015-16,27,GSW,NBA,PG,79.0,79,34.2,10.2,20.2,0.504,5.1,11.2,0.454,5.1,9.0,0.566,0.63,4.6,5.1,0.908,0.9,4.6,5.4,6.7,2.1,0.2,3.3,2.0,30.1,2015-16,https://www.basketball-reference.com/req/202106291/images/headshots/curryst01.jpg,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"Wardell Stephen Curry II (/ˈstɛfən/ STEF-ən; born March 14, 1988) is an American professional basketball player and point guard for the Golden State Warriors of the National Basketball Association (NBA). Widely considered the greatest shooter of all time, Curry is credited with revolutionizing the sport by inspiring teams and players at all levels to more prominently utilize the three-point shot. He is a four-time NBA champion, a two-time NBA Most Valuable Player (MVP), an NBA Finals MVP, and a two-time NBA All-Star Game MVP. He is also a two-time NBA scoring champion, an eleven-time NBA All-Star, and a ten-time All-NBA Team selection (including four on the First Team). Internationally, he has won two gold medals at the FIBA World Cup and a gold medal at the 2024 Summer Olympics as part of the U. S. national team."
Stephen Curry,2016-17,28,GSW,NBA,PG,79.0,79,33.4,8.5,18.3,0.468,4.1,10.0,0.411,4.4,8.3,0.537,0.58,4.1,4.6,0.898,0.8,3.7,4.5,6.6,1.8,0.2,3.0,2.3,25.3,2015-16,https://www.basketball-reference.com/req/202106291/images/headshots/curryst01.jpg,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"Wardell Stephen Curry II (/ˈstɛfən/ STEF-ən; born March 14, 1988) is an American professional basketball player and point guard for the Golden State Warriors of the National Basketball Association (NBA). Widely considered the greatest shooter of all time, Curry is credited with revolutionizing the sport by inspiring teams and players at all levels to more prominently utilize the three-point shot. He is a four-time NBA champion, a two-time NBA Most Valuable Player (MVP), an NBA Finals MVP, and a two-time NBA All-Star Game MVP. He is also a two-time NBA scoring champion, an eleven-time NBA All-Star, and a ten-time All-NBA Team selection (including four on the First Team). Internationally, he has won two gold medals at the FIBA World Cup and a gold medal at the 2024 Summer Olympics as part of the U. S. national team."
Stephen Curry,2017-18,29,GSW,NBA,PG,51.0,51,32.0,8.4,16.9,0.495,4.2,9.8,0.423,4.2,7.1,0.595,0.618,5.5,5.9,0.921,0.7,4.4,5.1,6.1,1.6,0.2,3.0,2.2,26.4,2015-16,https://www.basketball-reference.com/req/202106291/images/headshots/curryst01.jpg,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"Wardell Stephen Curry II (/ˈstɛfən/ STEF-ən; born March 14, 1988) is an American professional basketball player and point guard for the Golden State Warriors of the National Basketball Association (NBA). Widely considered the greatest shooter of all time, Curry is credited with revolutionizing the sport by inspiring teams and players at all levels to more prominently utilize the three-point shot. He is a four-time NBA champion, a two-time NBA Most Valuable Player (MVP), an NBA Finals MVP, and a two-time NBA All-Star Game MVP. He is also a two-time NBA scoring champion, an eleven-time NBA All-Star, and a ten-time All-NBA Team selection (including four on the First Team). Internationally, he has won two gold medals at the FIBA World Cup and a gold medal at the 2024 Summer Olympics as part of the U. S. national team."
Stephen Curry,2018-19,30,GSW,NBA,PG,69.0,69,33.8,9.2,19.4,0.472,5.1,11.7,0.437,4.0,7.7,0.525,0.604,3.8,4.2,0.916,0.7,4.7,5.3,5.2,1.3,0.4,2.8,2.4,27.3,2015-16,https://www.basketball-reference.com/req/202106291/images/headshots/curryst01.jpg,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"Wardell Stephen Curry II (/ˈstɛfən/ STEF-ən; born March 14, 1988) is an American professional basketball player and point guard for the Golden State Warriors of the National Basketball Association (NBA). Widely considered the greatest shooter of all time, Curry is credited with revolutionizing the sport by inspiring teams and players at all levels to more prominently utilize the three-point shot. He is a four-time NBA champion, a two-time NBA Most Valuable Player (MVP), an NBA Finals MVP, and a two-time NBA All-Star Game MVP. He is also a two-time NBA scoring champion, an eleven-time NBA All-Star, and a ten-time All-NBA Team selection (including four on the First Team). Internationally, he has won two gold medals at the FIBA World Cup and a gold medal at the 2024 Summer Olympics as part of the U. S. national team."
Stephen Curry,2019-20,31,GSW,NBA,PG,5.0,5,27.8,6.6,16.4,0.402,2.4,9.8,0.245,4.2,6.6,0.636,0.476,5.2,5.2,1.0,0.8,4.4,5.2,6.6,1.0,0.4,3.2,2.2,20.8,2015-16,https://www.basketball-reference.com/req/202106291/images/headshots/curryst01.jpg,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"Wardell Stephen Curry II (/ˈstɛfən/ STEF-ən; born March 14, 1988) is an American professional basketball player and point guard for the Golden State Warriors of the National Basketball Association (NBA). Widely considered the greatest shooter of all time, Curry is credited with revolutionizing the sport by inspiring teams and players at all levels to more prominently utilize the three-point shot. He is a four-time NBA champion, a two-time NBA Most Valuable Player (MVP), an NBA Finals MVP, and a two-time NBA All-Star Game MVP. He is also a two-time NBA scoring champion, an eleven-time NBA All-Star, and a ten-time All-NBA Team selection (including four on the First Team). Internationally, he has won two gold medals at the FIBA World Cup and a gold medal at the 2024 Summer Olympics as part of the U. S. national team."
Stephen Curry,2020-21,32,GSW,NBA,PG,63.0,63,34.2,10.4,21.7,0.482,5.3,12.7,0.421,5.1,9.0,0.569,0.605,5.7,6.3,0.916,0.5,5.0,5.5,5.8,1.2,0.1,3.4,1.9,32.0,2015-16,https://www.basketball-reference.com/req/202106291/images/headshots/curryst01.jpg,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"Wardell Stephen Curry II (/ˈstɛfən/ STEF-ən; born March 14, 1988) is an American professional basketball player and point guard for the Golden State Warriors of the National Basketball Association (NBA). Widely considered the greatest shooter of all time, Curry is credited with revolutionizing the sport by inspiring teams and players at all levels to more prominently utilize the three-point shot. He is a four-time NBA champion, a two-time NBA Most Valuable Player (MVP), an NBA Finals MVP, and a two-time NBA All-Star Game MVP. He is also a two-time NBA scoring champion, an eleven-time NBA All-Star, and a ten-time All-NBA Team selection (including four on the First Team). Internationally, he has won two gold medals at the FIBA World Cup and a gold medal at the 2024 Summer Olympics as part of the U. S. national team."
Stephen Curry,2021-22,33,GSW,NBA,PG,64.0,64,34.5,8.4,19.1,0.437,4.5,11.7,0.38,3.9,7.4,0.527,0.554,4.3,4.7,0.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2.0,25.5,2015-16,https://www.basketball-reference.com/req/202106291/images/headshots/curryst01.jpg,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"Wardell Stephen Curry II (/ˈstɛfən/ STEF-ən; born March 14, 1988) is an American professional basketball player and point guard for the Golden State Warriors of the National Basketball Association (NBA). Widely considered the greatest shooter of all time, Curry is credited with revolutionizing the sport by inspiring teams and players at all levels to more prominently utilize the three-point shot. He is a four-time NBA champion, a two-time NBA Most Valuable Player (MVP), an NBA Finals MVP, and a two-time NBA All-Star Game MVP. He is also a two-time NBA scoring champion, an eleven-time NBA All-Star, and a ten-time All-NBA Team selection (including four on the First Team). Internationally, he has won two gold medals at the FIBA World Cup and a gold medal at the 2024 Summer Olympics as part of the U. S. national team."
Stephen Curry,2022-23,34,GSW,NBA,PG,56.0,56,34.7,10.0,20.2,0.493,4.9,11.4,0.427,5.1,8.8,0.579,0.614,4.6,5.0,0.915,0.7,5.4,6.1,6.3,0.9,0.4,3.2,2.1,29.4,2015-16,https://www.basketball-reference.com/req/202106291/images/headshots/curryst01.jpg,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"Wardell Stephen Curry II (/ˈstɛfən/ STEF-ən; born March 14, 1988) is an American professional basketball player and point guard for the Golden State Warriors of the National Basketball Association (NBA). Widely considered the greatest shooter of all time, Curry is credited with revolutionizing the sport by inspiring teams and players at all levels to more prominently utilize the three-point shot. He is a four-time NBA champion, a two-time NBA Most Valuable Player (MVP), an NBA Finals MVP, and a two-time NBA All-Star Game MVP. He is also a two-time NBA scoring champion, an eleven-time NBA All-Star, and a ten-time All-NBA Team selection (including four on the First Team). Internationally, he has won two gold medals at the FIBA World Cup and a gold medal at the 2024 Summer Olympics as part of the U. S. national team."
Stephen Curry,2023-24,35,GSW,NBA,PG,74.0,74,32.7,8.8,19.5,0.45,4.8,11.8,0.408,4.0,7.7,0.515,0.573,4.0,4.4,0.923,0.5,4.0,4.5,5.1,0.7,0.4,2.8,1.6,26.4,2015-16,https://www.basketball-reference.com/req/202106291/images/headshots/curryst01.jpg,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"Wardell Stephen Curry II (/ˈstɛfən/ STEF-ən; born March 14, 1988) is an American professional basketball player and point guard for the Golden State Warriors of the National Basketball Association (NBA). Widely considered the greatest shooter of all time, Curry is credited with revolutionizing the sport by inspiring teams and players at all levels to more prominently utilize the three-point shot. He is a four-time NBA champion, a two-time NBA Most Valuable Player (MVP), an NBA Finals MVP, and a two-time NBA All-Star Game MVP. He is also a two-time NBA scoring champion, an eleven-time NBA All-Star, and a ten-time All-NBA Team selection (including four on the First Team). Internationally, he has won two gold medals at the FIBA World Cup and a gold medal at the 2024 Summer Olympics as part of the U. S. national team."
Stephen Curry,2024-25,36,GSW,NBA,PG,48.0,48,32.1,7.9,17.9,0.44,4.3,11.1,0.39,3.5,6.8,0.52,0.56,3.4,3.7,0.927,0.5,3.9,4.5,6.1,1.0,0.5,2.9,1.3,23.5,2015-16,https://www.basketball-reference.com/req/202106291/images/headshots/curryst01.jpg,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"Wardell Stephen Curry II (/ˈstɛfən/ STEF-ən; born March 14, 1988) is an American professional basketball player and point guard for the Golden State Warriors of the National Basketball Association (NBA). Widely considered the greatest shooter of all time, Curry is credited with revolutionizing the sport by inspiring teams and players at all levels to more prominently utilize the three-point shot. He is a four-time NBA champion, a two-time NBA Most Valuable Player (MVP), an NBA Finals MVP, and a two-time NBA All-Star Game MVP. He is also a two-time NBA scoring champion, an eleven-time NBA All-Star, and a ten-time All-NBA Team selection (including four on the First Team). Internationally, he has won two gold medals at the FIBA World Cup and a gold medal at the 2024 Summer Olympics as part of the U. S. national team."
Kevin Durant,2007-08,19,SEA,NBA,SG,80.0,80,34.6,7.3,17.1,0.43,0.7,2.6,0.288,6.6,14.5,0.455,0.451,4.9,5.6,0.873,0.9,3.5,4.4,2.4,1.0,0.9,2.9,1.5,20.3,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
Kevin Durant,2008-09,20,OKC,NBA,SF,74.0,74,39.0,8.9,18.8,0.476,1.3,3.1,0.422,7.6,15.7,0.486,0.51,6.1,7.1,0.863,1.0,5.5,6.5,2.8,1.3,0.7,3.0,1.8,25.3,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
Kevin Durant,2009-10,21,OKC,NBA,SF,82.0,82,39.5,9.7,20.3,0.476,1.6,4.3,0.365,8.1,16.1,0.506,0.514,9.2,10.2,0.9,1.3,6.3,7.6,2.8,1.4,1.0,3.3,2.1,30.1,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
Kevin Durant,2010-11,22,OKC,NBA,SF,78.0,78,38.9,9.1,19.7,0.462,1.9,5.3,0.35,7.3,14.4,0.504,0.509,7.6,8.7,0.88,0.7,6.1,6.8,2.7,1.1,1.0,2.8,2.0,27.7,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
Kevin Durant,2011-12,23,OKC,NBA,SF,66.0,66,38.6,9.7,19.7,0.496,2.0,5.2,0.387,7.7,14.4,0.535,0.547,6.5,7.6,0.86,0.6,7.4,8.0,3.5,1.3,1.2,3.8,2.0,28.0,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
Kevin Durant,2012-13,24,OKC,NBA,SF,81.0,81,38.5,9.0,17.7,0.51,1.7,4.1,0.416,7.3,13.6,0.539,0.559,8.4,9.3,0.905,0.6,7.3,7.9,4.6,1.4,1.3,3.5,1.8,28.1,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
Kevin Durant,2013-14,25,OKC,NBA,SF,81.0,81,38.5,10.5,20.8,0.503,2.4,6.1,0.391,8.1,14.8,0.549,0.56,8.7,9.9,0.873,0.7,6.7,7.4,5.5,1.3,0.7,3.5,2.1,32.0,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
Kevin Durant,2014-15,26,OKC,NBA,SF,27.0,27,33.8,8.8,17.3,0.51,2.4,5.9,0.403,6.4,11.4,0.565,0.578,5.4,6.3,0.854,0.6,6.0,6.6,4.1,0.9,0.9,2.7,1.5,25.4,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
Kevin Durant,2015-16,27,OKC,NBA,SF,72.0,72,35.8,9.7,19.2,0.505,2.6,6.7,0.387,7.1,12.5,0.569,0.573,6.2,6.9,0.898,0.6,7.6,8.2,5.0,1.0,1.2,3.5,1.9,28.2,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
Kevin Durant,2016-17,28,GSW,NBA,PF,62.0,62,33.4,8.9,16.5,0.537,1.9,5.0,0.375,7.0,11.5,0.608,0.594,5.4,6.2,0.875,0.6,7.6,8.3,4.8,1.1,1.6,2.2,1.9,25.1,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
Kevin Durant,2017-18,29,GSW,NBA,SF,68.0,68,34.2,9.3,18.0,0.516,2.5,6.1,0.419,6.7,11.9,0.565,0.586,5.3,5.9,0.889,0.5,6.4,6.8,5.4,0.7,1.8,3.0,2.0,26.4,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
Kevin Durant,2018-19,30,GSW,NBA,SF,78.0,78,34.6,9.2,17.7,0.521,1.8,5.0,0.353,7.5,12.8,0.587,0.571,5.7,6.5,0.885,0.4,5.9,6.4,5.9,0.7,1.1,2.9,2.0,26.0,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
Kevin Durant,2020-21,32,BRK,NBA,PF,35.0,32,33.1,9.3,17.2,0.537,2.4,5.4,0.45,6.8,11.8,0.577,0.608,6.0,6.8,0.882,0.4,6.7,7.1,5.6,0.7,1.3,3.4,2.0,26.9,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
Kevin Durant,2021-22,33,BRK,NBA,PF,55.0,55,37.2,10.5,20.3,0.518,2.1,5.5,0.383,8.4,14.8,0.568,0.57,6.8,7.4,0.91,0.5,6.9,7.4,6.4,0.9,0.9,3.5,2.1,29.9,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
