Player,Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MVP_Award_Year,PlayerPhoto,TeamLogo,PlayerInfo
Michael Jordan,1988-89,25,CHI,NBA,SG,81.0,81,40.2,11.9,22.2,0.538,0.3,1.2,0.276,11.6,21.0,0.553,0.546,8.3,9.8,0.85,1.8,6.2,8.0,8.0,2.9,0.8,3.6,3.0,32.5,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,"Michael Jeffrey Jordan (born February 17, 1963), also known by his initials MJ, is an American businessman and former professional basketball player. He played 15 seasons in the National Basketball Association (NBA) between 1984 and 2003, winning six NBA championships with the Chicago Bulls. He was integral in popularizing basketball and the NBA around the world in the 1980s and 1990s, becoming a global cultural icon."
Michael Jordan,1989-90,26,CHI,NBA,SG,82.0,82,39.0,12.6,24.0,0.526,1.1,3.0,0.376,11.5,21.0,0.548,0.55,7.2,8.5,0.848,1.7,5.1,6.9,6.3,2.8,0.7,3.0,2.9,33.6,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,"Michael Jeffrey Jordan (born February 17, 1963), also known by his initials MJ, is an American businessman and former professional basketball player. He played 15 seasons in the National Basketball Association (NBA) between 1984 and 2003, winning six NBA championships with the Chicago Bulls. He was integral in popularizing basketball and the NBA around the world in the 1980s and 1990s, becoming a global cultural icon."
Michael Jordan,1990-91,27,CHI,NBA,SG,82.0,82,37.0,12.1,22.4,0.539,0.4,1.1,0.312,11.7,21.3,0.551,0.547,7.0,8.2,0.851,1.4,4.6,6.0,5.5,2.7,1.0,2.5,2.8,31.5,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,"Michael Jeffrey Jordan (born February 17, 1963), also known by his initials MJ, is an American businessman and former professional basketball player. He played 15 seasons in the National Basketball Association (NBA) between 1984 and 2003, winning six NBA championships with the Chicago Bulls. He was integral in popularizing basketball and the NBA around the world in the 1980s and 1990s, becoming a global cultural icon."
Michael Jordan,1991-92,28,CHI,NBA,SG,80.0,80,38.8,11.8,22.7,0.519,0.3,1.3,0.27,11.5,21.5,0.533,0.526,6.1,7.4,0.832,1.1,5.3,6.4,6.1,2.3,0.9,2.5,2.5,30.1,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,"Michael Jeffrey Jordan (born February 17, 1963), also known by his initials MJ, is an American businessman and former professional basketball player. He played 15 seasons in the National Basketball Association (NBA) between 1984 and 2003, winning six NBA championships with the Chicago Bulls. He was integral in popularizing basketball and the NBA around the world in the 1980s and 1990s, becoming a global cultural icon."
Michael Jordan,1992-93,29,CHI,NBA,SG,78.0,78,39.3,12.7,25.7,0.495,1.0,2.9,0.352,11.7,22.7,0.514,0.515,6.1,7.3,0.837,1.7,5.0,6.7,5.5,2.8,0.8,2.7,2.4,32.6,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,"Michael Jeffrey Jordan (born February 17, 1963), also known by his initials MJ, is an American businessman and former professional basketball player. He played 15 seasons in the National Basketball Association (NBA) between 1984 and 2003, winning six NBA championships with the Chicago Bulls. He was integral in popularizing basketball and the NBA around the world in the 1980s and 1990s, becoming a global cultural icon."
Michael Jordan,1994-95,31,CHI,NBA,SG,17.0,17,39.3,9.8,23.8,0.411,0.9,1.9,0.5,8.8,21.9,0.403,0.431,6.4,8.0,0.801,1.5,5.4,6.9,5.3,1.8,0.8,2.1,2.8,26.9,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,"Michael Jeffrey Jordan (born February 17, 1963), also known by his initials MJ, is an American businessman and former professional basketball player. He played 15 seasons in the National Basketball Association (NBA) between 1984 and 2003, winning six NBA championships with the Chicago Bulls. He was integral in popularizing basketball and the NBA around the world in the 1980s and 1990s, becoming a global cultural icon."
Michael Jordan,1995-96,32,CHI,NBA,SG,82.0,82,37.7,11.2,22.6,0.495,1.4,3.2,0.427,9.8,19.4,0.506,0.525,6.7,8.0,0.834,1.8,4.8,6.6,4.3,2.2,0.5,2.4,2.4,30.4,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,"Michael Jeffrey Jordan (born February 17, 1963), also known by his initials MJ, is an American businessman and former professional basketball player. He played 15 seasons in the National Basketball Association (NBA) between 1984 and 2003, winning six NBA championships with the Chicago Bulls. He was integral in popularizing basketball and the NBA around the world in the 1980s and 1990s, becoming a global cultural icon."
Michael Jordan,1996-97,33,CHI,NBA,SG,82.0,82,37.9,11.2,23.1,0.486,1.4,3.6,0.374,9.9,19.5,0.507,0.516,5.9,7.0,0.833,1.4,4.5,5.9,4.3,1.7,0.5,2.0,1.9,29.6,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,"Michael Jeffrey Jordan (born February 17, 1963), also known by his initials MJ, is an American businessman and former professional basketball player. He played 15 seasons in the National Basketball Association (NBA) between 1984 and 2003, winning six NBA championships with the Chicago Bulls. He was integral in popularizing basketball and the NBA around the world in the 1980s and 1990s, becoming a global cultural icon."
Michael Jordan,1997-98,34,CHI,NBA,SG,82.0,82,38.8,10.7,23.1,0.465,0.4,1.5,0.238,10.4,21.5,0.482,0.473,6.9,8.8,0.784,1.6,4.2,5.8,3.5,1.7,0.5,2.3,1.8,28.7,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,"Michael Jeffrey Jordan (born February 17, 1963), also known by his initials MJ, is an American businessman and former professional basketball player. He played 15 seasons in the National Basketball Association (NBA) between 1984 and 2003, winning six NBA championships with the Chicago Bulls. He was integral in popularizing basketball and the NBA around the world in the 1980s and 1990s, becoming a global cultural icon."
Michael Jordan,2001-02,38,WAS,NBA,SF,60.0,53,34.9,9.2,22.1,0.416,0.2,0.9,0.189,9.0,21.2,0.426,0.42,4.4,5.6,0.79,0.8,4.8,5.7,5.2,1.4,0.4,2.7,2.0,22.9,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,"Michael Jeffrey Jordan (born February 17, 1963), also known by his initials MJ, is an American businessman and former professional basketball player. He played 15 seasons in the National Basketball Association (NBA) between 1984 and 2003, winning six NBA championships with the Chicago Bulls. He was integral in popularizing basketball and the NBA around the world in the 1980s and 1990s, becoming a global cultural icon."
Michael Jordan,2002-03,39,WAS,NBA,SF,82.0,67,37.0,8.3,18.6,0.445,0.2,0.7,0.291,8.1,18.0,0.45,0.45,3.2,4.0,0.821,0.9,5.2,6.1,3.8,1.5,0.5,2.1,2.1,20.0,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,"Michael Jeffrey Jordan (born February 17, 1963), also known by his initials MJ, is an American businessman and former professional basketball player. He played 15 seasons in the National Basketball Association (NBA) between 1984 and 2003, winning six NBA championships with the Chicago Bulls. He was integral in popularizing basketball and the NBA around the world in the 1980s and 1990s, becoming a global cultural icon."
David Robinson,1989-90,24,SAS,NBA,C,82.0,81,36.6,8.4,15.9,0.531,0.0,0.0,0.0,8.4,15.8,0.532,0.531,7.5,10.2,0.732,3.7,8.3,12.0,2.0,1.7,3.9,3.1,3.2,24.3,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,"David Maurice Robinson (born August 6, 1965) is an American former professional basketball player who played for the San Antonio Spurs in the National Basketball Association (NBA) from 1989 to 2003, and minority owner of the Spurs. Nicknamed ""the Admiral"" for his service with the U. S. Navy, Robinson was a 10-time NBA All-Star, the 1995 NBA MVP, a two-time NBA champion (1999 and 2003), a two-time Olympic Gold Medal winner (1992, 1996), a two-time Naismith Memorial Basketball Hall of Fame inductee (2009 for his individual career, 2010 as a member of the 1992 United States men's Olympic basketball team), and a two-time U. S. Olympic Hall of Fame inductee (2008 individually, 2009 as a member of the 1992 Olympic team). He was honored as one of the league's all-time players by being named to the NBA 50th Anniversary (1996) and 75th Anniversary Teams (2021). He is widely considered one of the greatest centers in both college basketball and NBA history."
David Robinson,1990-91,25,SAS,NBA,C,82.0,81,37.7,9.2,16.7,0.552,0.0,0.1,0.143,9.2,16.6,0.554,0.552,7.2,9.5,0.762,4.1,8.9,13.0,2.5,1.5,3.9,3.3,3.2,25.6,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,"David Maurice Robinson (born August 6, 1965) is an American former professional basketball player who played for the San Antonio Spurs in the National Basketball Association (NBA) from 1989 to 2003, and minority owner of the Spurs. Nicknamed ""the Admiral"" for his service with the U. S. Navy, Robinson was a 10-time NBA All-Star, the 1995 NBA MVP, a two-time NBA champion (1999 and 2003), a two-time Olympic Gold Medal winner (1992, 1996), a two-time Naismith Memorial Basketball Hall of Fame inductee (2009 for his individual career, 2010 as a member of the 1992 United States men's Olympic basketball team), and a two-time U. S. Olympic Hall of Fame inductee (2008 individually, 2009 as a member of the 1992 Olympic team). He was honored as one of the league's all-time players by being named to the NBA 50th Anniversary (1996) and 75th Anniversary Teams (2021). He is widely considered one of the greatest centers in both college basketball and NBA history."
David Robinson,1991-92,26,SAS,NBA,C,68.0,68,37.7,8.7,15.8,0.551,0.0,0.1,0.125,8.7,15.7,0.554,0.552,5.8,8.3,0.701,3.8,8.4,12.2,2.7,2.3,4.5,2.7,3.2,23.2,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,"David Maurice Robinson (born August 6, 1965) is an American former professional basketball player who played for the San Antonio Spurs in the National Basketball Association (NBA) from 1989 to 2003, and minority owner of the Spurs. Nicknamed ""the Admiral"" for his service with the U. S. Navy, Robinson was a 10-time NBA All-Star, the 1995 NBA MVP, a two-time NBA champion (1999 and 2003), a two-time Olympic Gold Medal winner (1992, 1996), a two-time Naismith Memorial Basketball Hall of Fame inductee (2009 for his individual career, 2010 as a member of the 1992 United States men's Olympic basketball team), and a two-time U. S. Olympic Hall of Fame inductee (2008 individually, 2009 as a member of the 1992 Olympic team). He was honored as one of the league's all-time players by being named to the NBA 50th Anniversary (1996) and 75th Anniversary Teams (2021). He is widely considered one of the greatest centers in both college basketball and NBA history."
David Robinson,1992-93,27,SAS,NBA,C,82.0,82,39.2,8.2,16.4,0.501,0.0,0.2,0.176,8.2,16.2,0.506,0.503,6.8,9.3,0.732,2.8,8.9,11.7,3.7,1.5,3.2,2.9,2.9,23.4,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,"David Maurice Robinson (born August 6, 1965) is an American former professional basketball player who played for the San Antonio Spurs in the National Basketball Association (NBA) from 1989 to 2003, and minority owner of the Spurs. Nicknamed ""the Admiral"" for his service with the U. S. Navy, Robinson was a 10-time NBA All-Star, the 1995 NBA MVP, a two-time NBA champion (1999 and 2003), a two-time Olympic Gold Medal winner (1992, 1996), a two-time Naismith Memorial Basketball Hall of Fame inductee (2009 for his individual career, 2010 as a member of the 1992 United States men's Olympic basketball team), and a two-time U. S. Olympic Hall of Fame inductee (2008 individually, 2009 as a member of the 1992 Olympic team). He was honored as one of the league's all-time players by being named to the NBA 50th Anniversary (1996) and 75th Anniversary Teams (2021). He is widely considered one of the greatest centers in both college basketball and NBA history."
David Robinson,1993-94,28,SAS,NBA,C,80.0,80,40.5,10.5,20.7,0.507,0.1,0.4,0.345,10.4,20.4,0.51,0.51,8.7,11.6,0.749,3.0,7.7,10.7,4.8,1.7,3.3,3.2,2.9,29.8,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,"David Maurice Robinson (born August 6, 1965) is an American former professional basketball player who played for the San Antonio Spurs in the National Basketball Association (NBA) from 1989 to 2003, and minority owner of the Spurs. Nicknamed ""the Admiral"" for his service with the U. S. Navy, Robinson was a 10-time NBA All-Star, the 1995 NBA MVP, a two-time NBA champion (1999 and 2003), a two-time Olympic Gold Medal winner (1992, 1996), a two-time Naismith Memorial Basketball Hall of Fame inductee (2009 for his individual career, 2010 as a member of the 1992 United States men's Olympic basketball team), and a two-time U. S. Olympic Hall of Fame inductee (2008 individually, 2009 as a member of the 1992 Olympic team). He was honored as one of the league's all-time players by being named to the NBA 50th Anniversary (1996) and 75th Anniversary Teams (2021). He is widely considered one of the greatest centers in both college basketball and NBA history."
David Robinson,1994-95,29,SAS,NBA,C,81.0,81,38.0,9.7,18.4,0.53,0.1,0.2,0.3,9.7,18.1,0.533,0.532,8.1,10.5,0.774,2.9,7.9,10.8,2.9,1.7,3.2,2.9,2.8,27.6,1994-95,https://www.basketball-reference.com/req/202106291/images/headshots/robinda01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,"David Maurice Robinson (born August 6, 1965) is an American former professional basketball player who played for the San Antonio Spurs in the National Basketball Association (NBA) from 1989 to 2003, and minority owner of the Spurs. Nicknamed ""the Admiral"" for his service with the U. S. Navy, Robinson was a 10-time NBA All-Star, the 1995 NBA MVP, a two-time NBA champion (1999 and 2003), a two-time Olympic Gold Medal winner (1992, 1996), a two-time Naismith Memorial Basketball Hall of Fame inductee (2009 for his individual career, 2010 as a member of the 1992 United States men's Olympic basketball team), and a two-time U. S. Olympic Hall of Fame inductee (2008 individually, 2009 as a member of the 1992 Olympic team). He was honored as one of the league's all-time players by being named to the NBA 50th Anniversary (1996) and 75th Anniversary Teams (2021). He is widely considered one of the greatest centers in both college basketball and NBA history."
